pvalue,CHR,P,SNP,BP
0.771625183078672,0,0.11259360698249149,271,271
0.6888304154918004,0,0.16188768474165585,272,272
0.0649475577719989,0,1.1874371750926618,273,273
0.7873442601135971,0,0.10383533425235518,274,274
0.2813599991569071,0,0.5507376459924735,275,275
0.2504394889341983,0,0.6012971911402514,276,276
0.831042458723423,0,0.08037678714460689,277,277
0.2689874893559635,0,0.5702679186222017,278,278
0.5900889096901477,0,0.22908254754644766,279,279
0.07688851204400415,0,1.114138543535306,280,280
0.5046888200314636,0,0.2969763157387169,281,281
0.14388990121418743,0,0.8419696855690038,282,282
0.2000948473448596,0,0.6987640947646224,283,283
0.6139299463754606,0,0.21188118201566766,284,284
0.5208315570724752,0,0.28330270983303035,285,285
0.4130549605138243,0,0.3839921578839985,286,286
0.38241337828854327,0,0.41746692284138637,287,287
0.6233293474741783,0,0.20528242525616536,288,288
0.9649805608461322,0,0.015481435259617468,289,289
0.8841039279205904,0,0.05349667993097986,290,290
0.41856633966669576,0,0.3782356997546032,291,291
0.7162306458835072,0,0.1449471004515133,292,292
0.10268390988750109,0,0.988497603087485,293,293
0.6344863218661835,0,0.19757773590508276,294,294
0.9720229357350438,0,0.012323487393016214,295,295
0.8639045983391238,0,0.06353421435271057,296,296
0.6310404852705856,0,0.19994277710200523,297,297
0.3054304775518526,0,0.5150876287983367,298,298
0.3447092109136156,0,0.4625471117312717,299,299
0.380409578169857,0,0.4197485566821869,300,300
0.2579768649103116,0,0.5884192393557561,301,301
0.9707032755710572,0,0.012913504876717578,302,302
0.03129585152599523,0,1.5045132272706219,303,303
0.5719082837765243,0,0.24267361289137795,304,304
0.04350424821868437,0,1.3614683318304672,305,305
0.8566873274765854,0,0.06717765734065743,306,306
0.1330692934201284,0,0.8759221491588809,307,307
0.9122819744014703,0,0.03987090618993117,308,308
0.9842158669058407,0,0.006909637824488548,309,309
0.42871190682269655,0,0.36783445445161556,310,310
0.3063543330014312,0,0.5137759727327005,311,311
0.20175606893398046,0,0.6951733925915344,312,312
0.3663551517727598,0,0.4360976969303525,313,313
0.8441503931048837,0,0.07358017295136028,314,314
0.6295152525444667,0,0.20099374289424643,315,315
0.21118157786773906,0,0.6753439695631194,316,316
0.1668681282153256,0,0.7776266055736796,317,317
0.8059915013737223,0,0.09366953750750875,318,318
0.21938091584299657,0,0.6588011548131067,319,319
0.09016712874409782,0,1.0449517596523308,320,320
0.7998825573107786,0,0.09697377357813984,321,321
0.8886630504907015,0,0.051262876883152786,322,322
0.5707934982919269,0,0.24352098242498113,323,323
0.32048945229218695,0,0.4941862590833205,324,324
0.020329504810402965,0,1.6918731998532883,325,325
0.18940001637468806,0,0.7226199877855629,326,326
0.7444528316119198,0,0.1281628138548698,327,327
0.6383315029617935,0,0.19495372172269596,328,328
0.8802323638200822,0,0.0554026676180165,329,329
0.17176037131603294,0,0.7650770297016992,330,330
0.577940660248825,0,0.23811675024634923,331,331
0.858697227291859,0,0.06615993942314864,332,332
0.23317122551315272,0,0.6323250447016039,333,333
0.595866561971173,0,0.2248509850381419,334,334
0.0036709956796909804,0,2.435216126606738,335,335
0.019002732259954525,0,1.7211839506202893,336,336
0.5431424926937948,0,0.2650862188966917,337,337
0.13399791185812404,0,0.8729019693632534,338,338
0.7218807407879768,0,0.1415345446682791,339,339
0.9395417322126178,0,0.027083924805459302,340,340
0.8037643784198103,0,0.09487124496970771,341,341
0.057506767019579685,0,1.2402810473739942,342,342
0.9909950680404432,0,0.003928506895300248,343,343
0.25146843398817886,0,0.5995165227557006,344,344
0.39711868880454326,0,0.40107967412045475,345,345
0.18958329961482978,0,0.7221999222963116,346,346
0.2422955886142465,0,0.6156544928287782,347,347
0.3151432721739168,0,0.5014919599612807,348,348
0.6445965632623618,0,0.19071201430641913,349,349
0.8928939585410184,0,0.04920011552920952,350,350
0.29400368857616266,0,0.5316472208863986,351,351
0.8650643470955791,0,0.06295158669801121,352,352
0.8862240522554545,0,0.05245646732621891,353,353
0.2640528223426316,0,0.5783091861710163,354,354
0.3689280986857001,0,0.4330582663253144,355,355
0.3877882450997199,0,0.41140535968666014,356,356
0.624369640972484,0,0.2045582220072264,357,357
0.4300031221588777,0,0.36652839109146085,358,358
0.44890350676129553,0,0.3478470019471299,359,359
0.6178517773352582,0,0.20911569967854632,360,360
0.09542906155635167,0,1.0203193469777736,361,361
0.16366483219238015,0,0.7860446304573344,362,362
0.11800105285362683,0,0.9281141177237009,363,363
0.4192673869898368,0,0.3775089181859921,364,364
0.5895400262927037,0,0.2294867035325382,365,365
0.7101683618791541,0,0.1486386794961917,366,366
0.5137986147553285,0,0.289207070962876,367,367
0.2100874215123898,0,0.6775999491708761,368,368
0.10182921673004486,0,0.9921275968111012,369,369
0.8334416462801121,0,0.07912480205758868,370,370
0.3053519600761624,0,0.5151992878916973,371,371
0.18698460464482325,0,0.7281941495760305,372,372
0.9238352782999075,0,0.034405457462449024,373,373
0.8610846616433401,0,0.06495414671480347,374,374
0.09156459390874705,0,1.038272426360428,375,375
0.5113484949508422,0,0.29128301797005973,376,376
0.36475832153527377,0,0.4379947913998967,377,377
0.9706810032693287,0,0.012923469660965402,378,378
0.17412257431930744,0,0.7591449206301619,379,379
0.4940420079796125,0,0.3062361218089631,380,380
0.041494555651325316,0,1.3820088817384046,381,381
0.579299067434404,0,0.23709717063510197,382,382
0.6712353880820126,0,0.17312515521331487,383,383
0.9879043583999063,0,0.00528509855987236,384,384
0.7905820858470195,0,0.10205303075440941,385,385
0.45404633593971844,0,0.34289982464049834,386,386
0.5496943865568575,0,0.2598786979984844,387,387
0.09395062625341777,0,1.0271003206459768,388,388
0.7731883634004992,0,0.11171469079064011,389,389
0.2174693763816843,0,0.6626018909154281,390,390
0.9239387391216999,0,0.03435682330738362,391,391
0.7399330623337136,0,0.13080756672036326,392,392
0.19487349361794237,0,0.7102472289086507,393,393
0.9231478011651192,0,0.0347287604132785,394,394
0.009955782494859622,0,2.0019246000419595,395,395
0.07862631809588261,0,1.1044320609492797,396,396
0.19524194587640453,0,0.7094268726034405,397,397
0.9653622441861601,0,0.015309690665717707,398,398
0.8517559235265979,0,0.06968483745369289,399,399
0.06720359590015867,0,1.1726074882882163,400,400
0.5530638009215056,0,0.257224766001121,401,401
0.41090972221055977,0,0.3862535831176679,402,402
0.943046135827553,0,0.02546706013096291,403,403
0.33180965864441403,0,0.4791109762534321,404,404
0.8001887084942356,0,0.09680758126650033,405,405
0.49388119263496955,0,0.3063775117821052,406,406
0.5562375402689891,0,0.254739704106345,407,407
0.9940901999935923,0,0.002574207572294669,408,408
0.7866170719221536,0,0.1042366323463958,409,409
0.3654196411926198,0,0.43720811316212194,410,410
0.6137681584851196,0,0.21199564596758294,411,411
0.33037481481828257,0,0.4809930672909425,412,412
0.6152632274541053,0,0.2109390406912698,413,413
0.641979591106805,0,0.19247877817815948,414,414
0.29093441721898616,0,0.5362048991581172,415,415
0.1741227362394533,0,0.7591445167710218,416,416
0.508717256875329,0,0.2935235298374634,417,417
0.046792984330647824,0,1.3298192557909048,418,418
0.4215713597634192,0,0.3751289013989427,419,419
0.2978177674177911,0,0.5260493963711904,420,420
0.28546658285398596,0,0.5444447236056342,421,421
0.5265560257299188,0,0.2785554129479079,422,422
0.9130462596966746,0,0.03950721827944572,423,423
0.3319444132668231,0,0.4789346362739009,424,424
0.8409770669858853,0,0.07521584702881781,425,425
0.28126716507887306,0,0.5508809640928124,426,426
0.5014848702753463,0,0.2997421650464508,427,427
0.47618460223905623,0,0.3222246519188067,428,428
0.26866245211950746,0,0.5707930257021576,429,429
0.05301613890216994,0,1.2755919045648596,430,430
0.31185874420778703,0,0.5060420742585122,431,431
0.4732004064989239,0,0.32495489096683816,432,432
0.5582343396073765,0,0.25318345153910177,433,433
0.06063461594889619,0,1.2172793688452421,434,434
0.46895448259734274,0,0.3288693084920103,435,435
0.03219566486757586,0,1.492202601932692,436,436
0.800276203123377,0,0.09676009702064864,437,437
0.40114991262225197,0,0.396693298058714,438,438
0.6652556982340937,0,0.17701139682012876,439,439
0.6522332104529068,0,0.18559709153246273,440,440
0.4681398196226386,0,0.32962441653784536,441,441
0.7897970656646944,0,0.10248448413201271,442,442
0.1965128564835118,0,0.7066090314605805,443,443
0.9724879341749698,0,0.012115778335146815,444,444
0.4058250788944763,0,0.3916611182466358,445,445
0.209987337317748,0,0.6778068933557738,446,446
0.18156533204454584,0,0.7409670717789305,447,447
0.39639057934843525,0,0.40187667554298745,448,448
0.9166192404106531,0,0.0378110308829879,449,449
0.7556943527115854,0,0.12165382324386306,450,450
0.1034213767812786,0,0.9853896850465235,451,451
0.2889907667204771,0,0.5391160327673459,452,452
0.5524314069208668,0,0.2577216388104753,453,453
0.8412507936123046,0,0.07507451306659131,454,454
0.46682644090543224,0,0.330844553624699,455,455
0.9088956543643095,0,0.04148597303213826,456,456
0.7016878460835413,0,0.15385604580917026,457,457
0.270892017036088,0,0.5672037930777948,458,458
0.19998666647646335,0,0.6989989586796695,459,459
0.1918516600315756,0,0.7170344386369757,460,460
0.24895797710295597,0,0.603873953516694,461,461
0.6942869849792933,0,0.15846097589950833,462,462
0.8113919126839477,0,0.09076932531574322,463,463
0.6725685640874524,0,0.17226343550845763,464,464
0.8628611640372373,0,0.06405907745176818,465,465
0.5383651516027185,0,0.26892305977304554,466,466
0.9993017166135175,0,0.00030336655179671537,467,467
0.6849608531966334,0,0.16433424854626566,468,468
0.3922078410588953,0,0.4064837281221602,469,469
0.20957896842831902,0,0.6786523016206187,470,470
0.9715188316985166,0,0.01254877671784252,471,471
0.6976302528082233,0,0.15637469444190205,472,472
0.24510845336040465,0,0.6106417104351146,473,473
0.1830276196468441,0,0.7374833684383237,474,474
0.4159537373677713,0,0.3809549691885319,475,475
0.8621677543674084,0,0.06440822407338324,476,476
0.02848687275063233,0,1.5453552243894786,477,477
0.23486550711964527,0,0.6291807600106125,478,478
0.22590831404499967,0,0.6460677855585117,479,479
0.033814882319369466,0,1.4708921196429678,480,480
0.014195095018077808,0,1.8478616960800922,481,481
0.5690402162962684,0,0.2448570392317263,482,482
0.14049661230735444,0,0.8523341474596833,483,483
0.7252044651024258,0,0.13953953060607271,484,484
0.0508278147919764,0,1.2938985612433236,485,485
0.17124743825826183,0,0.7663759165282223,486,486
0.26782478716376423,0,0.5721492315425206,487,487
0.983706024059758,0,0.007134669052264482,488,488
0.7965792228814168,0,0.09877102545070247,489,489
0.1416257261606021,0,0.8488578503554909,490,490
0.14724697310284585,0,0.8319536240671273,491,491
0.8296470891704095,0,0.08110660620135887,492,492
0.30431223570402555,0,0.5166805852957627,493,493
0.33967803631026483,0,0.4689325338412925,494,494
0.834395269623193,0,0.0786281666888697,495,495
0.3641276592176279,0,0.4387463307080458,496,496
0.2536851704288654,0,0.595704919412684,497,497
0.11181408296950046,0,0.9515034936699698,498,498
0.021775065233995305,0,1.6620405352538579,499,499
0.35219810478356917,0,0.45321298534844795,500,500
0.5981571114487363,0,0.22318472960108454,501,501
0.6777167975264085,0,0.16895175003560953,502,502
0.12436595794117855,0,0.9052984805899486,503,503
0.8264970268061305,0,0.08275870439624053,504,504
0.19622546568666044,0,0.7072446315660685,505,505
0.5899618163558398,0,0.22917609595546393,506,506
0.5696822953791821,0,0.24436727736375896,507,507
0.37096083032296345,0,0.43067194502826,508,508
0.0474395100499545,0,1.3238598049663057,509,509
0.852693293439507,0,0.06920715279442789,510,510
0.7875705354248316,0,0.10371054004759615,511,511
0.8354162068982203,0,0.07809710376781888,512,512
0.9537003698408084,0,0.020588048948042243,513,513
0.716716046769728,0,0.14465287187268253,514,514
0.5647377457650087,0,0.24815318405412737,515,515
0.38231267765876187,0,0.41758130034363283,516,516
0.7711770921227024,0,0.11284587966599514,517,517
0.82061302849141,0,0.08586159222285909,518,518
0.35370125651690687,0,0.4513633973597189,519,519
0.5123684545600614,0,0.290417616695162,520,520
0.6474097942874775,0,0.1888207346942886,521,521
0.12340190306980658,0,0.9086781426824961,522,522
0.3222373953376547,0,0.4918240615381428,523,523
0.9525739246201985,0,0.02110131086616108,524,524
0.08592015298747491,0,1.0659049583489306,525,525
0.9795100825349676,0,0.008991089259072766,526,526
0.6529010006734327,0,0.18515266577045328,527,527
0.6751971239610618,0,0.17056941627947006,528,528
0.09230876636555796,0,1.0347570530000643,529,529
0.9363447046722781,0,0.028564241242789373,530,530
0.5517055987245038,0,0.2582926087868311,531,531
0.9150337595782669,0,0.038562882624169986,532,532
0.48675895767820754,0,0.3126860475440987,533,533
0.23477794748861713,0,0.6293426984541721,534,534
0.8752675933747052,0,0.05785915090996121,535,535
0.7649200872583757,0,0.1163839340954586,536,536
0.971888800303212,0,0.012383422499003541,537,537
0.5409351821049105,0,0.2668547713826126,538,538
0.9396133262806539,0,0.02705083237004843,539,539
0.5209851086044744,0,0.28317469002740625,540,540
0.8322164828157665,0,0.07976368685472274,541,541
0.3420606522510684,0,0.4658968804862531,542,542
0.24890561911981213,0,0.6039652989511436,543,543
0.4415769419891372,0,0.35499361242634075,544,544
0.6998505185218709,0,0.15499471129095185,545,545
0.4871235861318919,0,0.31236084172993556,546,546
0.6924152251822935,0,0.1596333912010933,547,547
0.1257649619540998,0,0.9004403362317224,548,548
0.9333565806111209,0,0.029952406193091898,549,549
0.33583172880645185,0,0.47387827486086387,550,550
0.4524833323936317,0,0.34439741376881444,551,551
0.12702283448095109,0,0.8961182003223317,552,552
0.09373438682377344,0,1.0281010572639766,553,553
0.47992659011686567,0,0.3188251875105505,554,554
0.5078941842387258,0,0.29422676013358046,555,555
0.3588422192222799,0,0.4450964661391016,556,556
0.9313324449102691,0,0.030895267226486892,557,557
0.05243011478494375,0,1.280419191486866,558,558
0.36753207575671754,0,0.434704752589978,559,559
0.40924591893822904,0,0.38801564274423017,560,560
0.24962377194807517,0,0.6027140586760186,561,561
0.29505145076399364,0,0.5301022455996373,562,562
0.6814516039025794,0,0.16656498194872563,563,563
0.9012256939833015,0,0.045166435017341085,564,564
0.37811521428991324,0,0.42237584750067414,565,565
0.11828094283012924,0,0.927085222324052,566,566
0.9022732338067739,0,0.04466192591111511,567,567
0.7726701442081337,0,0.11200586846697166,568,568
0.9740524344691056,0,0.01141766387327322,569,569
0.8765177318588218,0,0.057239293750966654,570,570
0.5780747242932598,0,0.23801601927726485,571,571
0.5448751035519076,0,0.2637030354378654,572,572
0.7196254076450146,0,0.14289351152266297,573,573
0.48828389327263144,0,0.3113276012907022,574,574
0.9135931861359327,0,0.03924714819039033,575,575
0.24593706863682618,0,0.6091760076942508,576,576
0.6926581946755859,0,0.1594810233774426,577,577
0.9798299907280846,0,0.008849271750089186,578,578
0.5493541453108164,0,0.26014759404102944,579,579
0.3650818974429869,0,0.43760970097393803,580,580
0.9781551044377886,0,0.009592274393884569,581,581
0.21929872153611008,0,0.6589639001575485,582,582
0.7393994035135383,0,0.13112090411574315,583,583
